Filename	Segment	WC	Analytic	Clout	Authentic	Tone	WPS	Sixltr	Dic	function	pronoun	ppron	i	we	you	shehe	they	ipron	article	prep	auxverb	adverb	conj	negate	verb	adj	compare	interrog	number	quant	affect	posemo	negemo	anx	anger	sad	social	family	friend	female	male	cogproc	insight	cause	discrep	tentat	certain	differ	percept	see	hear	feel	bio	body	health	sexual	ingest	drives	affiliation	achieve	power	reward	risk	focuspast	focuspresent	focusfuture	relativ	motion	space	time	work	leisure	home	money	relig	death	informal	swear	netspeak	assent	nonflu	filler	AllPunc	Period	Comma	Colon	SemiC	QMark	Exclam	Dash	Quote	Apostro	Parenth	OtherP
63.txt	1	2234	17.93	39.06	84.11	68.04	2234.00	9.53	90.33	55.33	19.43	13.29	8.37	1.43	2.69	0.31	0.49	6.13	4.39	10.03	10.34	8.50	7.39	2.10	20.46	4.88	3.31	1.66	1.16	3.67	4.88	3.54	1.30	0.18	0.27	0.18	7.97	0.13	0.49	0.18	0.85	13.61	3.13	1.52	1.30	3.98	1.03	4.21	3.72	1.84	0.40	1.25	2.95	0.76	0.54	0.09	1.57	7.74	1.92	0.94	1.66	3.27	0.27	4.07	14.91	1.84	12.89	2.69	4.79	5.46	0.67	1.34	0.58	1.03	0.31	0.09	3.31	0.18	1.39	1.12	0.54	0.13	5.19	0.00	0.00	0.00	0.00	0.00	0.00	0.40	0.00	4.79	0.00	0.00
77.txt	1	2136	24.31	65.83	76.70	61.28	2136.00	8.90	89.14	53.37	18.91	12.31	5.95	1.97	3.60	0.51	0.28	6.55	5.38	10.35	10.91	7.96	5.38	2.81	22.66	4.68	2.67	2.11	1.36	2.25	5.81	3.84	1.97	0.37	0.19	0.47	10.53	0.14	0.70	0.37	1.22	9.18	1.45	1.03	0.98	2.57	1.26	2.95	3.28	1.87	0.47	0.75	2.29	0.75	0.33	0.00	1.17	8.80	3.37	0.89	2.11	2.20	0.61	4.17	16.10	2.81	16.53	3.79	8.01	5.06	0.47	2.25	0.94	0.23	0.42	0.09	4.68	0.33	0.80	1.50	1.92	0.05	7.82	0.00	0.05	0.05	0.00	0.00	0.00	0.28	0.00	7.44	0.00	0.00
189.txt	1	1815	19.35	39.56	80.29	79.88	1815.00	12.01	90.91	58.84	19.67	12.84	8.15	1.16	1.98	1.21	0.33	6.78	4.90	12.40	13.88	7.27	7.44	1.65	23.80	3.69	1.65	1.32	1.32	2.53	4.85	3.91	0.94	0.11	0.33	0.11	7.55	0.55	0.11	0.72	0.77	11.68	1.87	1.71	1.16	3.14	1.82	3.42	4.02	2.92	0.17	0.83	1.93	1.05	0.44	0.22	0.17	6.06	1.98	0.72	1.10	2.15	0.33	3.97	16.31	3.03	15.04	3.36	7.11	4.63	0.94	1.98	0.61	0.17	0.17	0.00	2.15	0.11	0.17	0.88	0.88	0.00	7.22	0.17	0.00	0.00	0.00	0.00	0.00	0.17	0.00	6.89	0.00	0.00
228.txt	1	5376	17.89	53.05	72.41	83.36	5376.00	10.19	91.11	58.97	21.08	13.00	7.03	1.88	2.64	0.47	0.99	8.07	5.23	11.14	11.48	7.78	7.50	1.92	21.56	4.43	2.98	1.80	1.36	2.47	5.19	4.19	0.95	0.07	0.28	0.24	8.84	0.15	0.33	0.39	0.61	11.50	2.08	1.38	1.15	2.75	1.32	3.55	3.24	1.82	0.48	0.65	2.25	0.61	0.37	0.04	1.06	7.20	2.46	0.93	1.80	2.40	0.15	4.33	15.44	2.01	13.52	2.88	6.40	4.46	0.87	1.19	0.76	0.50	0.35	0.06	2.96	0.09	0.37	1.26	1.30	0.00	5.08	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.00	4.97	0.00	0.00
214.txt	1	1487	46.51	66.66	79.57	67.70	1487.00	14.53	88.97	53.19	16.21	10.76	5.25	2.29	1.48	0.94	0.81	5.38	6.12	12.58	9.41	6.12	7.20	1.48	18.83	3.56	2.15	1.14	1.75	2.49	3.43	2.82	0.61	0.00	0.20	0.07	10.49	0.54	0.87	0.87	1.21	8.88	1.41	1.61	1.08	2.02	0.61	3.09	3.36	2.49	0.34	0.27	2.42	0.94	0.47	0.07	0.81	7.46	3.70	0.94	1.82	1.34	0.27	4.24	13.25	1.88	18.22	4.24	8.07	6.12	1.88	1.88	0.81	0.81	0.54	0.34	1.95	0.13	0.13	1.08	0.61	0.07	5.92	0.00	0.00	0.00	0.00	0.00	0.00	0.74	0.00	4.77	0.00	0.40
200.txt	1	604	23.47	70.77	90.33	87.92	604.00	11.92	92.72	57.95	17.88	12.91	6.46	1.99	2.65	1.82	0.00	4.97	4.97	13.74	10.76	9.93	10.10	0.66	22.52	5.63	1.99	1.16	0.50	2.32	4.64	4.14	0.50	0.17	0.00	0.17	11.59	0.00	1.82	0.00	3.31	9.44	0.83	1.66	0.99	2.48	1.16	3.64	3.15	1.49	0.66	0.66	2.15	0.50	0.83	0.00	0.83	9.44	3.81	0.83	3.64	1.66	0.33	2.81	15.56	4.64	20.70	6.62	9.60	5.30	1.16	3.31	0.17	0.00	0.17	0.17	4.97	0.00	2.32	1.99	0.66	0.00	6.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.62	0.00	0.00
216.txt	1	1551	35.78	74.89	56.96	92.57	1551.00	11.73	87.11	55.64	20.57	11.54	4.90	2.77	2.39	0.64	0.84	9.03	6.19	12.19	9.86	6.32	5.61	1.61	19.41	4.26	2.13	1.81	1.81	2.39	4.96	4.58	0.39	0.06	0.06	0.06	10.51	0.32	0.64	0.26	1.03	9.48	2.13	1.23	0.97	2.19	1.03	2.45	3.09	1.81	0.39	0.90	1.55	0.26	0.06	0.00	0.90	8.38	3.80	1.03	2.00	2.06	0.13	2.90	14.38	1.23	14.18	2.64	7.99	3.87	0.52	1.42	0.32	0.26	0.13	0.06	3.09	0.00	0.13	2.13	0.64	0.26	5.80	0.00	0.06	0.00	0.00	0.00	0.00	0.06	0.00	5.67	0.00	0.00
202.txt	1	2961	16.00	73.62	63.26	97.60	2961.00	9.86	92.71	56.23	19.55	12.97	6.15	1.72	2.90	0.95	1.25	6.59	5.30	9.56	11.08	8.68	8.65	1.32	20.84	4.76	2.13	1.86	2.74	2.57	6.05	5.64	0.37	0.00	0.14	0.07	11.85	1.32	0.34	1.25	1.15	11.52	1.86	1.93	1.08	3.07	1.86	2.70	2.70	1.72	0.54	0.34	2.23	1.28	0.41	0.00	0.51	7.73	3.31	0.91	1.35	2.30	0.10	1.96	16.72	2.13	14.35	2.80	5.91	5.98	2.26	1.38	0.54	0.17	0.10	0.10	3.17	0.00	0.84	1.42	0.74	0.03	6.08	0.00	0.00	0.00	0.00	0.00	0.00	0.51	0.00	5.57	0.00	0.00
49.txt	1	2178	22.19	66.37	83.95	87.77	2178.00	9.00	92.10	57.39	20.62	11.94	5.92	2.80	2.85	0.09	0.28	8.63	5.83	10.79	10.93	7.48	6.89	1.93	20.75	4.78	2.89	1.47	1.56	2.16	5.37	4.50	0.87	0.00	0.14	0.46	9.83	0.32	1.15	0.32	1.15	9.60	1.38	1.38	0.96	2.02	1.47	3.31	2.34	1.79	0.14	0.32	2.48	0.41	0.32	0.09	1.19	8.63	3.90	0.78	1.97	2.02	0.23	2.94	15.56	2.53	17.40	3.99	8.63	5.00	0.37	1.42	2.25	0.23	0.18	0.00	4.59	0.09	1.61	1.84	1.01	0.09	5.88	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.00	5.74	0.00	0.05
61.txt	1	2194	48.15	85.28	54.90	88.40	2194.00	11.90	89.61	55.42	18.09	11.58	3.69	3.10	3.19	0.46	1.14	6.52	7.06	13.40	10.07	6.61	5.65	1.19	21.97	4.42	2.51	1.96	1.41	2.01	5.79	4.69	1.00	0.05	0.27	0.23	11.94	0.00	0.55	0.05	0.96	11.80	2.46	1.14	2.05	3.46	1.46	2.83	2.73	1.96	0.41	0.36	1.09	0.50	0.32	0.05	0.27	12.81	5.47	2.51	2.60	3.74	0.41	4.42	14.95	2.78	15.27	3.37	7.61	4.69	1.60	2.69	0.23	0.36	0.05	0.00	2.01	0.05	0.46	0.77	0.64	0.05	5.38	0.05	0.00	0.00	0.00	0.00	0.00	0.14	0.00	5.20	0.00	0.00
75.txt	1	3547	28.98	39.54	81.16	85.45	3547.00	11.73	88.24	57.37	17.68	10.83	7.13	1.24	1.10	0.82	0.54	6.85	5.75	12.77	9.84	9.25	8.68	1.33	18.13	4.48	2.71	1.78	0.96	2.59	5.13	4.23	0.82	0.08	0.34	0.20	6.71	0.56	0.20	0.96	0.59	9.98	1.52	1.16	0.87	2.20	1.78	3.02	2.76	1.75	0.34	0.70	2.06	0.99	0.34	0.11	0.45	6.57	2.26	1.04	1.61	2.34	0.06	3.44	13.03	2.54	16.32	2.73	7.16	6.88	0.87	1.27	0.51	0.68	0.08	0.08	1.95	0.23	0.20	0.87	0.59	0.00	5.84	0.03	0.00	0.03	0.00	0.00	0.00	0.37	0.00	5.38	0.00	0.03
160.txt	1	1730	22.08	84.97	48.34	87.32	1730.00	5.66	90.81	56.76	22.54	12.83	4.62	2.02	4.34	1.39	0.46	9.71	5.95	10.29	11.04	7.34	4.39	2.20	23.41	3.53	2.08	2.14	0.92	1.56	5.32	4.45	0.87	0.12	0.17	0.12	13.64	0.40	1.27	1.33	1.91	9.54	1.97	0.75	1.10	2.31	1.39	2.72	3.41	1.50	1.21	0.69	1.97	0.75	0.35	0.00	0.52	8.84	3.18	0.92	1.79	3.01	0.35	2.89	18.38	1.97	13.93	3.29	6.65	4.39	0.52	1.85	0.87	0.06	0.06	0.06	4.45	0.12	1.50	1.39	1.04	0.06	6.94	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.00	6.76	0.00	0.06
174.txt	1	264	35.35	96.81	41.42	61.69	264.00	10.23	91.29	60.98	20.45	14.02	3.03	5.30	4.92	0.38	0.38	6.44	6.06	15.15	12.50	6.82	6.06	1.14	23.48	3.03	3.41	2.65	0.76	2.27	4.92	3.41	1.52	0.00	0.38	0.38	15.53	0.00	1.52	0.00	2.65	9.09	1.52	1.14	1.89	2.65	1.14	3.03	3.03	1.89	0.00	1.14	1.52	0.38	1.14	0.00	0.00	8.71	5.68	0.38	2.27	0.76	0.00	6.06	14.77	1.14	14.39	3.41	7.20	3.79	1.14	1.52	0.38	0.76	0.00	0.00	2.27	0.00	0.00	1.14	0.38	0.38	4.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.92	0.00	0.00
148.txt	1	3020	20.60	48.15	74.23	86.54	1510.00	11.49	88.61	57.05	18.28	12.58	7.55	2.15	1.92	0.60	0.36	5.70	5.13	11.13	9.74	9.27	9.47	1.49	19.83	4.24	2.19	1.66	1.66	2.02	5.56	4.54	1.03	0.13	0.23	0.30	7.98	0.66	0.26	0.86	0.63	9.77	1.52	1.72	1.16	1.56	1.26	3.34	3.34	2.02	0.33	0.79	2.85	1.03	0.43	0.13	0.99	7.98	3.18	1.49	1.49	2.28	0.20	3.74	13.81	2.19	14.24	3.18	5.83	5.60	1.23	1.09	0.46	0.79	0.17	0.10	1.59	0.13	0.23	0.60	0.60	0.03	4.90	0.07	0.00	0.07	0.00	0.00	0.00	0.26	0.00	4.50	0.00	0.00
362.txt	1	1337	8.76	85.93	50.11	97.07	1337.00	11.37	91.85	59.39	21.62	15.03	6.13	4.49	3.29	0.60	0.52	6.58	4.79	9.12	12.34	9.57	8.45	1.42	23.34	3.74	2.02	1.65	0.82	1.80	5.68	5.39	0.30	0.00	0.07	0.07	13.69	0.15	0.75	0.30	1.35	12.04	2.24	1.87	1.42	2.09	2.24	2.99	4.71	1.50	1.94	1.27	1.80	0.82	0.30	0.00	0.15	10.17	6.13	0.82	1.05	2.54	0.15	4.79	15.41	3.07	11.67	2.47	4.41	5.24	0.60	2.47	0.22	0.22	0.30	0.00	5.01	0.15	0.90	1.94	1.80	0.22	6.21	0.00	0.00	0.00	0.00	0.00	0.00	0.52	0.00	5.68	0.00	0.00
363.txt	1	931	11.26	69.70	85.25	83.18	931.00	7.84	92.91	56.93	21.05	14.72	6.77	2.15	4.30	1.07	0.43	6.34	3.44	10.20	10.85	10.10	6.66	2.47	24.38	3.97	2.26	2.15	0.97	3.22	5.37	4.30	1.07	0.00	0.21	0.11	10.85	0.00	0.97	0.00	2.36	9.99	1.61	1.83	0.97	1.93	1.50	2.79	3.11	2.26	0.21	0.54	2.90	0.97	0.32	0.11	1.50	10.63	2.58	0.75	3.22	3.87	0.64	3.87	18.58	3.54	18.15	4.62	7.84	6.12	0.21	1.18	0.21	0.54	0.00	0.21	4.30	0.11	1.72	1.61	0.64	0.11	6.12	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.02	0.00	0.00
149.txt	1	1544	12.52	55.14	61.79	62.61	1544.00	9.20	92.62	59.78	19.17	11.72	5.89	1.81	2.40	1.10	0.52	7.45	4.79	11.01	12.89	9.00	9.13	2.20	23.19	4.66	3.24	1.36	1.30	2.98	5.31	3.63	1.68	0.45	0.19	0.52	9.07	1.10	0.19	1.36	0.52	13.86	2.46	1.30	2.33	4.27	1.88	3.89	2.85	0.91	0.65	0.71	2.07	0.19	0.58	0.06	1.23	6.74	2.66	0.97	1.30	1.75	0.45	3.56	16.84	3.11	13.99	3.43	5.18	5.51	0.78	1.04	1.10	0.19	0.06	0.06	2.85	0.00	0.19	0.91	1.55	0.19	6.54	0.00	0.00	0.00	0.00	0.00	0.00	0.32	0.00	6.22	0.00	0.00
175.txt	1	3609	22.23	37.49	83.41	82.37	3609.00	11.08	87.95	56.47	17.46	10.94	7.62	0.78	1.58	0.36	0.61	6.48	5.93	11.00	10.22	10.20	9.42	0.83	19.76	4.54	2.11	1.41	1.88	2.72	4.38	3.77	0.61	0.11	0.22	0.03	6.40	0.11	0.25	0.36	0.47	10.75	1.55	1.72	1.14	2.91	1.03	3.38	3.55	2.30	0.39	0.75	1.97	1.08	0.28	0.00	0.39	5.74	1.27	0.86	1.61	2.16	0.14	4.41	13.44	2.49	15.77	3.35	6.73	5.90	0.86	1.52	0.53	0.69	0.03	0.00	2.41	0.11	0.78	0.80	0.67	0.03	5.24	0.08	0.00	0.00	0.00	0.00	0.00	0.17	0.00	4.96	0.00	0.03
161.txt	1	1272	18.26	72.74	79.50	93.46	636.00	9.75	91.82	58.33	19.58	12.89	5.03	4.48	1.97	0.86	0.55	6.68	4.72	11.24	9.36	8.96	8.88	2.36	20.13	5.82	3.30	0.86	1.42	2.36	6.37	5.35	1.02	0.16	0.24	0.24	11.56	0.31	0.16	0.79	0.79	9.83	1.49	1.02	0.55	1.42	1.34	4.48	3.07	2.20	0.47	0.31	1.57	0.24	0.16	0.00	0.63	9.75	5.50	0.86	1.89	1.73	0.16	5.50	13.13	2.04	16.35	3.77	6.21	6.68	0.55	1.65	0.31	0.39	0.63	0.16	2.44	0.08	0.47	0.79	1.02	0.08	6.21	0.47	0.00	0.00	0.00	0.00	0.00	0.08	0.00	5.50	0.00	0.16
74.txt	1	2392	19.36	38.31	84.17	58.19	2392.00	10.37	90.89	58.28	21.57	12.92	8.53	0.67	2.42	0.42	0.88	8.65	4.35	12.42	11.20	7.53	6.94	2.13	22.37	3.93	2.72	1.76	2.55	1.80	4.01	2.80	1.09	0.08	0.33	0.21	8.70	0.17	0.50	0.08	1.13	11.75	1.92	1.34	1.67	2.97	1.55	3.80	3.85	2.09	0.79	0.88	0.79	0.42	0.13	0.04	0.25	6.31	1.17	1.38	1.59	2.63	0.13	4.64	15.22	2.34	14.84	2.63	6.35	6.06	1.67	1.38	0.38	0.63	0.08	0.04	2.38	0.29	0.42	0.50	0.96	0.17	6.44	0.00	0.17	0.08	0.00	0.00	0.00	0.17	0.00	5.98	0.00	0.04
60.txt	1	1041	16.22	26.62	91.41	96.00	1041.00	11.34	93.28	61.58	19.40	10.66	8.65	0.67	1.15	0.00	0.19	8.65	5.38	12.97	9.22	12.30	11.24	0.48	18.83	4.51	2.79	1.92	0.96	2.59	5.38	5.09	0.29	0.00	0.00	0.19	5.00	0.10	0.29	0.10	0.10	11.72	1.06	1.44	0.96	2.69	2.88	3.94	2.69	1.92	0.19	0.58	3.36	0.77	0.38	0.10	1.34	7.88	2.31	1.25	1.54	2.88	0.58	1.92	14.89	2.98	16.52	2.88	6.05	7.78	1.06	1.63	0.19	0.00	0.00	0.00	0.86	0.00	0.10	0.38	0.38	0.00	5.28	0.00	0.00	0.00	0.00	0.00	0.00	0.48	0.00	4.80	0.00	0.00
48.txt	1	242	25.42	84.93	53.25	98.69	242.00	9.92	92.15	56.61	20.25	13.22	4.96	2.48	5.37	0.00	0.41	7.02	5.79	10.33	12.81	7.02	2.89	2.89	23.14	4.55	1.65	2.48	2.07	2.07	9.09	7.44	1.65	0.41	0.00	0.83	13.22	0.00	0.41	0.83	0.83	8.68	1.65	1.24	1.24	2.07	1.24	2.48	3.31	2.07	1.24	0.00	1.65	0.83	0.00	0.00	0.83	5.79	3.72	0.41	0.41	1.24	0.41	2.89	19.42	1.65	13.64	2.89	7.44	3.31	0.41	2.48	0.41	0.41	0.00	0.00	3.72	0.41	0.00	1.65	1.24	0.00	3.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.31	0.00	0.00
203.txt	1	1550	12.73	60.19	75.95	87.62	1550.00	11.16	91.03	58.84	19.48	13.23	6.84	2.32	2.13	1.29	0.65	6.26	4.90	10.97	12.65	8.90	9.29	2.00	22.65	4.58	1.68	1.29	1.29	2.19	5.61	4.58	0.97	0.13	0.19	0.32	11.94	0.58	1.42	0.77	2.06	11.94	1.94	1.35	1.55	1.94	1.87	4.39	2.39	1.10	0.52	0.71	2.52	1.55	0.52	0.65	0.45	8.19	3.68	1.55	1.35	1.81	0.26	5.68	14.45	2.77	14.90	4.06	6.26	4.71	0.77	2.65	0.45	0.77	0.06	0.19	3.42	0.58	0.52	1.48	0.65	0.06	6.84	0.00	0.06	0.00	0.00	0.00	0.00	0.32	0.00	6.45	0.00	0.00
217.txt	1	1332	17.27	49.10	84.85	87.53	1332.00	13.14	90.54	58.56	19.82	13.21	7.81	1.50	2.63	0.45	0.83	6.61	3.90	12.24	11.71	8.41	8.41	1.50	21.17	4.58	1.50	1.88	1.58	1.65	5.11	4.35	0.75	0.15	0.00	0.15	8.56	0.30	0.83	0.45	0.90	10.96	1.13	2.18	0.90	2.93	1.43	3.60	3.60	1.88	0.30	1.13	2.40	1.05	0.68	0.00	0.53	8.03	2.48	1.13	1.73	2.40	0.53	3.60	15.24	2.48	15.99	2.93	7.21	5.86	0.75	1.50	0.83	0.30	0.23	0.00	1.65	0.00	0.23	0.53	0.68	0.15	5.48	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.00	5.33	0.00	0.00
213.txt	1	1427	35.83	75.40	68.53	92.17	1427.00	11.98	90.54	55.01	16.89	9.25	3.08	3.85	1.82	0.28	0.21	7.50	5.96	11.84	10.37	8.62	5.26	2.24	20.74	4.70	2.59	1.47	1.68	3.15	7.78	5.96	1.82	0.07	0.42	0.35	9.25	0.14	0.42	0.28	0.77	12.12	2.17	1.12	2.10	3.43	1.82	2.66	2.38	0.84	0.28	0.91	0.84	0.07	0.14	0.14	0.28	10.44	4.91	1.82	1.68	2.45	0.84	3.36	14.02	3.29	18.36	4.77	9.04	5.47	0.91	0.63	0.28	0.07	0.00	0.21	3.36	0.07	0.07	2.59	0.42	0.07	5.61	0.00	0.00	0.00	0.00	0.00	0.00	0.21	0.00	5.40	0.00	0.00
207.txt	1	557	7.23	89.21	67.35	87.39	557.00	12.21	92.64	61.76	22.44	13.82	4.31	4.31	4.85	0.00	0.36	8.62	5.03	9.34	15.08	8.08	7.72	1.97	25.31	5.03	3.59	2.87	0.90	2.51	4.67	4.13	0.54	0.18	0.18	0.00	14.36	0.00	1.26	0.00	0.72	14.72	2.69	3.05	2.51	2.87	1.26	4.49	3.23	2.15	0.36	0.54	0.36	0.18	0.00	0.00	0.00	10.05	5.57	1.80	1.62	1.80	0.18	3.59	17.06	2.87	14.72	4.85	4.67	5.57	0.90	1.62	0.00	0.00	0.18	0.00	2.69	0.36	1.26	0.90	0.36	0.18	6.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.10	0.00	0.00
64.txt	1	1125	17.96	51.07	73.18	85.07	1125.00	10.31	92.80	56.80	18.84	11.82	6.13	0.62	4.44	0.09	0.53	7.02	5.51	10.58	12.71	8.36	7.20	2.31	23.11	4.98	3.11	1.69	1.96	2.13	7.11	5.24	1.87	0.18	0.18	0.53	8.18	0.09	0.27	0.18	0.36	12.89	2.58	1.78	1.69	2.67	1.42	4.44	7.11	4.36	0.53	1.96	2.84	1.69	0.80	0.09	0.27	5.24	0.89	0.89	1.42	2.04	0.27	3.11	17.07	2.22	13.33	2.40	6.58	4.53	0.53	1.42	0.62	0.09	0.18	0.00	4.80	0.09	0.36	3.56	0.44	0.00	6.76	0.00	0.00	0.00	0.00	0.00	0.00	0.62	0.00	5.96	0.00	0.18
70.txt	1	411	36.57	85.23	60.70	93.81	411.00	9.98	92.70	55.23	20.68	12.17	4.14	5.60	0.97	0.49	0.97	8.52	6.33	11.19	11.44	6.33	3.41	0.97	24.82	5.84	1.46	2.92	0.97	3.41	9.73	7.06	2.68	0.49	0.49	1.22	10.46	0.00	0.97	0.49	0.24	9.25	1.46	0.49	1.46	3.41	1.70	1.46	1.95	0.97	0.24	0.49	2.43	0.73	0.24	0.00	1.46	12.90	6.57	2.19	1.70	3.65	0.00	5.84	15.57	1.46	17.52	5.84	7.06	4.62	0.24	2.43	0.24	0.00	0.24	0.00	5.11	0.00	0.24	3.16	1.70	0.00	6.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.33	0.00	0.00
58.txt	1	1987	21.48	39.47	95.76	72.00	1987.00	12.28	91.29	57.07	17.72	12.08	8.10	1.56	1.81	0.55	0.05	5.64	5.33	11.68	10.02	9.96	9.51	1.36	20.13	3.07	1.41	1.11	1.71	2.82	3.77	3.07	0.60	0.00	0.05	0.15	7.55	0.10	0.50	0.15	0.91	12.73	1.96	1.96	1.16	2.97	2.11	4.13	2.97	1.81	0.35	0.86	2.21	0.70	0.40	0.00	0.96	7.25	2.67	1.41	1.56	1.71	0.35	4.98	12.63	3.27	18.87	4.38	7.80	7.10	1.41	1.86	0.65	0.10	0.05	0.00	3.02	0.00	1.31	1.11	0.40	0.10	5.64	0.00	0.00	0.10	0.00	0.00	0.00	0.40	0.00	5.13	0.00	0.00
159.txt	1	2582	14.80	42.17	85.04	74.77	2582.00	11.35	92.37	60.96	20.29	12.55	6.93	1.36	2.44	1.32	0.50	7.75	5.11	12.04	11.00	8.99	9.57	2.44	21.84	3.37	1.74	1.47	2.29	2.40	4.57	3.56	0.93	0.12	0.35	0.19	9.02	0.23	0.08	1.12	0.46	12.51	2.01	1.20	1.39	2.52	1.51	5.31	2.90	1.74	0.46	0.66	1.36	0.70	0.19	0.00	0.39	7.09	1.98	1.05	1.70	2.44	0.23	4.45	15.07	2.32	15.69	2.83	6.78	6.39	2.21	1.47	1.01	0.39	0.15	0.19	1.59	0.12	0.15	0.74	0.46	0.00	6.58	0.04	0.00	0.08	0.00	0.00	0.00	0.08	0.00	6.35	0.00	0.04
165.txt	1	2424	16.39	26.39	78.95	85.12	2424.00	11.43	91.17	58.91	19.84	12.29	8.58	1.16	0.99	1.36	0.21	7.55	4.83	11.96	11.26	9.49	8.46	1.94	20.79	4.41	2.89	1.86	1.32	2.27	5.16	4.25	0.87	0.21	0.12	0.04	6.52	0.17	0.62	0.21	1.69	12.33	1.61	1.61	1.61	2.60	1.49	4.41	4.04	2.31	0.99	0.58	2.72	1.03	0.33	0.04	1.11	6.97	2.23	1.20	1.94	1.86	0.17	4.13	14.11	2.23	14.19	2.35	6.39	5.65	1.32	1.73	0.83	0.66	0.12	0.08	1.61	0.04	0.45	0.66	0.41	0.00	6.06	0.00	0.00	0.00	0.00	0.00	0.00	0.17	0.00	5.90	0.00	0.00
171.txt	1	2887	24.56	48.75	81.72	80.89	1443.50	11.95	89.23	57.74	19.88	10.98	6.06	0.94	3.05	0.38	0.55	8.87	5.23	12.16	11.08	7.69	7.03	1.84	20.89	4.47	3.08	1.63	2.01	2.11	4.85	3.95	0.90	0.17	0.14	0.28	7.20	0.03	0.24	0.07	0.55	11.85	2.04	1.11	1.70	2.94	1.63	3.39	3.50	1.73	0.83	0.69	1.32	0.69	0.38	0.00	0.21	6.17	1.59	1.07	1.80	1.84	0.28	3.74	15.31	2.11	17.01	2.56	8.07	6.62	0.76	2.18	0.55	0.28	0.10	0.00	2.25	0.21	0.42	0.66	0.94	0.10	5.68	0.14	0.00	0.07	0.00	0.00	0.00	0.10	0.00	5.37	0.00	0.00
367.txt	1	1302	5.29	53.38	80.64	76.80	1302.00	9.45	92.55	57.83	20.74	13.06	7.76	1.84	2.53	0.69	0.23	7.68	3.99	8.14	12.98	10.75	8.76	2.07	24.88	3.92	1.61	1.92	0.54	1.92	5.99	4.38	1.61	0.00	0.38	0.38	11.14	1.00	1.46	0.92	2.07	13.21	2.53	1.46	1.61	3.15	1.08	4.76	2.92	1.61	0.46	0.61	2.15	0.46	0.31	0.08	1.31	6.53	2.84	1.15	1.31	1.46	0.23	3.84	18.28	3.38	13.44	4.22	5.30	4.22	0.61	1.00	0.77	0.38	0.23	0.08	4.22	0.08	1.61	1.54	1.00	0.31	7.22	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	7.14	0.00	0.00
366.txt	1	2654	14.45	63.27	82.31	64.35	2654.00	9.57	91.97	58.40	20.38	13.56	7.39	0.79	4.11	0.83	0.45	6.78	4.86	11.08	13.19	8.40	6.97	2.34	24.19	3.54	2.79	2.19	1.36	1.88	4.94	3.47	1.43	0.34	0.19	0.30	12.17	0.00	1.09	0.23	1.73	11.04	1.96	1.02	1.43	3.77	0.87	3.92	4.52	2.83	1.13	0.45	1.70	0.64	0.75	0.04	0.15	5.16	2.03	0.90	0.72	1.32	0.23	3.88	17.67	2.56	15.56	3.17	7.87	4.90	0.72	1.36	0.45	0.11	0.08	0.08	5.20	0.04	1.17	2.37	1.51	0.23	7.23	0.04	0.00	0.00	0.00	0.00	0.00	0.15	0.00	7.05	0.00	0.00
170.txt	1	2743	12.99	50.00	81.24	65.15	1371.50	9.48	92.16	57.86	21.07	12.61	7.25	1.57	2.95	0.18	0.66	8.42	3.86	11.12	11.81	9.04	6.96	2.37	24.21	3.97	1.82	2.19	1.13	2.55	5.43	3.76	1.68	0.11	0.66	0.33	8.90	0.33	0.51	0.18	1.02	12.65	2.48	1.39	1.09	3.94	1.49	3.35	3.03	1.57	0.77	0.47	1.49	0.58	0.26	0.18	0.44	7.66	2.41	1.24	1.71	2.41	0.22	3.43	17.46	3.10	14.51	4.34	6.02	4.45	0.73	1.64	0.98	0.33	0.22	0.07	4.05	0.44	0.33	1.31	1.60	0.29	6.60	0.07	0.00	0.04	0.00	0.00	0.00	0.04	0.00	6.38	0.00	0.07
164.txt	1	3140	22.14	49.36	80.88	69.59	3140.00	10.41	93.31	59.36	21.56	13.85	8.63	1.11	3.41	0.32	0.38	7.71	5.19	13.06	11.50	7.13	7.07	2.23	22.01	3.85	2.99	1.27	1.40	1.97	3.95	3.12	0.80	0.10	0.13	0.16	9.68	0.16	0.96	0.32	1.05	11.08	1.78	1.24	1.82	2.93	1.46	3.44	3.57	1.85	1.24	0.32	1.97	0.64	0.73	0.06	0.51	6.59	2.01	0.83	1.75	2.17	0.25	4.43	15.25	2.42	14.52	2.87	6.31	5.29	2.87	2.90	0.41	0.16	0.13	0.03	2.36	0.06	0.48	1.05	0.51	0.19	6.50	0.06	0.00	0.00	0.00	0.00	0.00	0.16	0.00	6.24	0.00	0.03
