Filename	Segment	WC	Analytic	Clout	Authentic	Tone	WPS	Sixltr	Dic	function	pronoun	ppron	i	we	you	shehe	they	ipron	article	prep	auxverb	adverb	conj	negate	verb	adj	compare	interrog	number	quant	affect	posemo	negemo	anx	anger	sad	social	family	friend	female	male	cogproc	insight	cause	discrep	tentat	certain	differ	percept	see	hear	feel	bio	body	health	sexual	ingest	drives	affiliation	achieve	power	reward	risk	focuspast	focuspresent	focusfuture	relativ	motion	space	time	work	leisure	home	money	relig	death	informal	swear	netspeak	assent	nonflu	filler	AllPunc	Period	Comma	Colon	SemiC	QMark	Exclam	Dash	Quote	Apostro	Parenth	OtherP
140.txt	1	53	20.42	77.48	60.79	99.00	53.00	18.87	94.34	56.60	16.98	15.09	7.55	3.77	0.00	3.77	0.00	1.89	1.89	13.21	11.32	9.43	9.43	0.00	18.87	11.32	3.77	0.00	3.77	3.77	7.55	7.55	0.00	0.00	0.00	0.00	11.32	0.00	0.00	0.00	3.77	15.09	3.77	3.77	0.00	3.77	3.77	0.00	7.55	5.66	1.89	0.00	0.00	0.00	0.00	0.00	0.00	9.43	5.66	0.00	3.77	0.00	0.00	1.89	16.98	1.89	15.09	3.77	5.66	5.66	1.89	5.66	0.00	0.00	0.00	0.00	1.89	0.00	0.00	0.00	1.89	0.00	3.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.77	0.00	0.00
7.txt	1	195	12.04	93.79	8.65	99.00	195.00	11.28	93.85	61.54	19.49	14.87	2.56	4.62	1.54	0.00	6.15	4.62	5.64	10.26	8.21	9.74	13.33	2.05	20.00	7.69	4.62	0.00	0.00	2.05	9.23	8.72	0.51	0.00	0.00	0.00	16.92	0.00	0.51	0.00	0.51	10.77	0.00	4.10	2.05	2.05	1.03	2.56	1.54	0.51	0.00	0.51	3.59	0.51	0.00	0.00	2.56	9.23	5.64	0.51	2.05	1.03	0.51	7.18	10.26	0.51	9.74	2.05	6.15	1.54	2.56	1.03	0.51	1.03	0.00	0.00	3.08	0.51	0.00	2.05	0.51	0.00	2.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.56	0.00	0.00
55.txt	1	809	27.08	47.53	69.76	89.71	809.00	10.51	90.11	58.22	20.77	13.23	8.28	0.12	2.84	0.25	1.73	7.54	7.29	10.14	9.77	7.05	7.79	1.11	17.43	6.18	3.58	0.99	1.85	1.85	6.06	4.94	1.11	0.25	0.12	0.37	8.65	0.00	0.37	0.62	0.37	11.25	2.60	1.48	1.48	2.35	1.98	2.84	4.57	3.96	0.37	0.12	4.70	2.84	0.25	0.00	0.62	4.33	1.73	0.74	1.61	0.49	0.12	2.22	13.47	1.36	12.11	1.98	6.18	3.96	0.49	0.49	0.12	0.12	0.37	0.00	1.85	0.00	0.37	0.25	1.48	0.00	3.96	0.00	0.00	0.00	0.00	0.00	0.00	0.37	0.00	3.58	0.00	0.00
41.txt	1	212	15.97	92.14	11.13	98.46	212.00	13.68	91.98	60.85	21.70	13.21	4.25	3.30	2.83	2.36	0.47	8.49	7.08	10.38	10.38	7.55	11.79	0.47	16.51	2.83	1.42	1.89	0.00	0.94	6.60	6.13	0.47	0.47	0.00	0.00	15.09	0.00	0.94	1.89	1.42	10.85	0.94	1.89	2.83	2.83	1.42	2.36	4.25	1.42	2.36	0.47	2.36	0.00	0.47	0.00	0.00	9.43	7.08	0.94	0.94	1.42	0.47	1.89	11.32	1.89	11.32	2.83	6.13	2.36	1.89	10.38	1.42	1.42	0.00	0.00	2.36	0.00	0.47	0.94	0.47	0.00	4.72	0.00	0.00	0.00	0.00	0.00	0.00	0.94	0.00	3.77	0.00	0.00
197.txt	1	39	1.00	15.25	98.01	25.77	39.00	12.82	84.62	61.54	25.64	23.08	17.95	2.56	2.56	0.00	0.00	2.56	2.56	7.69	20.51	7.69	10.26	0.00	30.77	5.13	5.13	2.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.13	0.00	0.00	0.00	0.00	5.13	0.00	0.00	0.00	2.56	0.00	2.56	0.00	0.00	0.00	0.00	5.13	5.13	0.00	0.00	0.00	10.26	2.56	7.69	5.13	0.00	0.00	0.00	23.08	5.13	12.82	5.13	5.13	5.13	0.00	0.00	0.00	0.00	0.00	0.00	2.56	0.00	2.56	0.00	2.56	0.00	7.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.69	0.00	0.00
69.txt	1	49	5.53	41.92	98.84	99.00	49.00	20.41	95.92	65.31	26.53	14.29	8.16	0.00	4.08	2.04	0.00	12.24	2.04	12.24	14.29	12.24	4.08	0.00	26.53	4.08	0.00	2.04	0.00	0.00	10.20	10.20	0.00	0.00	0.00	0.00	8.16	0.00	2.04	2.04	2.04	22.45	8.16	0.00	2.04	2.04	4.08	6.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.12	0.00	0.00	2.04	4.08	0.00	0.00	20.41	2.04	16.33	2.04	10.20	4.08	0.00	0.00	0.00	2.04	0.00	0.00	2.04	0.00	2.04	0.00	0.00	0.00	4.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.08	0.00	0.00
183.txt	1	263	19.18	43.96	46.88	96.54	263.00	12.17	88.59	57.79	18.25	12.17	6.84	1.90	1.90	0.00	1.52	6.08	6.08	10.27	10.27	7.98	11.41	1.14	17.49	6.84	1.14	1.14	0.38	1.90	7.22	6.08	1.14	0.38	0.38	0.00	8.75	0.00	0.76	0.00	0.38	8.75	0.76	0.38	1.52	3.04	1.52	4.94	6.46	5.70	0.00	0.76	5.32	2.66	0.00	0.38	1.90	6.46	3.04	0.76	1.52	2.28	0.00	4.56	13.69	1.90	9.51	1.52	2.66	5.32	0.76	1.52	0.00	0.38	0.00	0.00	3.04	1.14	0.00	1.90	0.38	0.00	6.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.84	0.00	0.00
222.txt	1	74	72.42	97.06	36.43	75.85	74.00	10.81	87.84	62.16	16.22	9.46	0.00	6.76	2.70	0.00	0.00	6.76	5.41	20.27	13.51	2.70	5.41	0.00	21.62	1.35	0.00	2.70	2.70	0.00	5.41	4.05	1.35	0.00	0.00	1.35	10.81	0.00	1.35	0.00	0.00	2.70	1.35	0.00	0.00	1.35	0.00	1.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.81	8.11	1.35	0.00	1.35	0.00	1.35	18.92	5.41	16.22	5.41	8.11	2.70	2.70	5.41	1.35	0.00	0.00	1.35	0.00	0.00	0.00	0.00	0.00	0.00	2.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.70	0.00	0.00
236.txt	1	440	12.85	39.24	62.77	99.00	440.00	10.00	89.09	59.55	19.32	11.14	7.27	2.50	0.91	0.23	0.23	8.18	4.77	11.14	11.14	9.32	11.36	1.14	19.09	6.59	3.18	0.00	0.91	1.59	8.64	7.95	0.68	0.00	0.23	0.23	5.91	0.00	0.00	0.00	0.23	10.23	1.14	2.73	0.23	2.27	1.36	3.41	4.09	1.59	0.23	2.27	4.09	2.27	0.23	0.00	1.14	6.14	3.18	0.45	0.23	2.27	0.23	3.41	14.32	2.50	11.59	2.05	3.18	6.36	0.45	0.00	0.23	0.45	0.23	0.00	1.59	0.23	0.00	0.45	0.68	0.23	4.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.55	0.00	0.00
232.txt	1	100	70.40	61.81	30.86	63.69	100.00	14.00	79.00	38.00	9.00	5.00	3.00	1.00	1.00	0.00	0.00	4.00	3.00	12.00	3.00	7.00	9.00	0.00	14.00	3.00	0.00	1.00	2.00	2.00	4.00	3.00	1.00	0.00	0.00	0.00	6.00	0.00	0.00	0.00	0.00	8.00	1.00	2.00	0.00	3.00	2.00	1.00	7.00	4.00	1.00	0.00	12.00	2.00	1.00	1.00	8.00	7.00	1.00	0.00	2.00	4.00	0.00	5.00	8.00	2.00	13.00	1.00	6.00	6.00	0.00	1.00	0.00	0.00	0.00	0.00	2.00	1.00	0.00	1.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	3.00	0.00	0.00
45.txt	1	287	24.16	99.00	9.81	98.31	287.00	14.98	91.64	52.26	18.82	12.20	0.35	5.57	4.53	0.70	1.05	6.62	5.23	10.10	9.06	8.36	8.36	1.05	20.21	6.62	1.74	1.39	2.79	1.39	5.57	5.57	0.00	0.00	0.00	0.00	19.51	0.35	1.74	0.00	2.44	11.85	0.35	3.14	2.09	5.23	1.05	3.48	2.09	1.39	0.35	0.00	4.18	0.00	0.35	0.00	3.14	14.29	9.06	1.74	0.70	3.14	0.00	2.09	18.12	0.35	11.85	3.48	3.14	5.23	1.05	3.14	0.70	1.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.62	0.00	0.00	0.00	0.00	0.00	0.00	0.70	0.00	5.57	0.00	0.35
3.txt	1	160	7.54	47.50	63.85	61.33	160.00	13.75	83.12	58.12	20.00	15.62	8.12	1.25	2.50	1.88	1.88	4.38	4.38	9.38	9.38	10.00	13.75	1.25	15.62	3.12	4.38	0.00	1.88	1.88	4.38	3.12	1.25	0.00	0.00	0.00	12.50	1.25	0.62	1.88	0.00	13.12	1.25	2.50	1.25	3.75	1.88	6.25	1.88	0.62	0.00	1.25	1.88	0.00	0.62	0.00	0.00	10.00	4.38	1.25	2.50	3.12	0.00	2.50	11.88	1.25	10.62	0.62	5.00	5.00	0.00	0.62	0.62	1.25	0.00	0.00	1.88	1.25	0.00	0.62	0.00	0.00	7.50	0.00	0.00	0.00	0.00	0.00	0.00	1.25	0.00	6.25	0.00	0.00
193.txt	1	59	20.17	80.15	76.95	57.83	59.00	13.56	91.53	52.54	20.34	10.17	1.69	1.69	6.78	0.00	0.00	10.17	1.69	11.86	10.17	5.08	8.47	1.69	16.95	13.56	8.47	0.00	1.69	5.08	8.47	5.08	3.39	0.00	0.00	3.39	13.56	0.00	0.00	0.00	0.00	15.25	0.00	0.00	5.08	5.08	0.00	10.17	6.78	3.39	3.39	0.00	0.00	0.00	0.00	0.00	0.00	5.08	1.69	0.00	3.39	0.00	0.00	1.69	16.95	3.39	18.64	5.08	10.17	3.39	0.00	3.39	0.00	1.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.39	0.00	0.00
178.txt	1	411	20.82	39.44	92.02	99.00	411.00	15.09	92.21	59.61	20.19	10.46	6.08	1.22	2.43	0.24	0.49	9.73	6.57	12.90	10.46	11.44	8.03	1.22	18.25	7.30	3.65	0.97	1.70	0.97	6.57	6.33	0.24	0.24	0.00	0.00	6.57	0.00	0.49	0.00	0.73	13.38	1.95	2.19	0.73	1.95	1.95	5.60	3.41	2.19	0.24	0.49	2.19	1.46	0.24	0.00	0.00	3.89	1.70	0.24	0.73	1.46	0.00	3.41	14.36	1.46	16.79	2.19	8.52	6.33	4.14	1.22	0.73	0.24	0.00	0.00	0.49	0.00	0.00	0.24	0.24	0.00	7.54	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.00	7.30	0.00	0.00
86.txt	1	175	28.22	30.35	85.81	68.89	175.00	6.86	86.86	58.29	23.43	12.00	8.57	0.00	2.86	0.57	0.00	11.43	5.71	10.86	9.71	5.14	5.71	1.14	18.86	3.43	2.86	1.14	2.86	2.86	2.29	2.29	0.00	0.00	0.00	0.00	5.14	0.57	0.00	0.57	0.57	11.43	1.71	2.29	0.00	4.00	1.14	2.86	5.14	1.71	0.00	3.43	1.71	1.71	0.00	0.00	0.00	4.00	0.57	1.71	0.57	1.14	0.00	2.86	14.86	1.14	14.86	3.43	6.29	5.14	0.00	0.57	0.57	0.57	0.00	0.00	1.71	0.57	0.57	0.00	0.57	0.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	1.14	0.00	2.86	0.00	0.00
92.txt	1	199	12.39	38.13	54.05	99.00	199.00	9.55	92.46	60.30	21.61	10.05	7.04	1.01	1.01	0.00	1.01	11.56	7.04	10.55	12.56	11.06	7.54	1.51	21.11	6.03	1.01	3.02	0.00	1.51	8.04	8.04	0.00	0.00	0.00	0.00	7.04	0.00	0.50	0.00	0.50	13.07	2.51	2.01	0.50	3.02	1.51	3.52	2.51	2.51	0.00	0.00	3.52	0.50	0.00	0.00	2.01	4.02	2.01	0.00	0.50	1.51	0.00	4.02	15.58	1.01	9.05	1.51	5.03	2.51	0.00	2.51	0.50	2.01	0.50	0.00	1.01	0.00	0.00	0.00	1.01	0.00	7.54	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	7.04	0.00	0.00
144.txt	1	305	20.31	46.07	52.08	87.56	305.00	10.16	86.23	60.66	19.02	9.51	5.25	0.00	2.30	0.00	1.97	9.51	5.25	14.10	10.16	12.13	9.18	0.98	16.39	3.61	1.31	1.97	0.98	3.61	4.26	3.93	0.33	0.00	0.00	0.33	6.89	0.33	0.33	0.00	0.00	11.80	1.31	1.31	1.31	2.95	1.64	3.93	5.25	3.61	0.00	0.33	0.66	0.00	0.66	0.33	0.00	4.92	0.98	0.33	2.30	1.64	0.00	4.26	10.82	0.33	12.13	1.31	7.21	4.59	0.00	0.00	0.00	0.00	0.00	0.00	0.98	0.00	0.00	0.00	0.98	0.00	6.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.89	0.00	0.00
150.txt	1	134	5.20	55.93	86.48	99.00	134.00	11.94	88.06	58.96	23.13	17.16	11.94	0.00	2.99	0.00	2.24	5.97	2.99	10.45	9.70	11.94	11.19	0.75	19.40	2.24	0.75	0.75	2.24	2.99	6.72	6.72	0.00	0.00	0.00	0.00	11.94	0.00	1.49	0.00	2.24	8.96	2.99	1.49	0.75	0.75	2.24	0.75	2.24	2.24	0.00	0.00	3.73	1.49	0.75	0.00	0.00	6.72	1.49	0.00	2.99	2.24	0.00	2.24	12.69	2.24	12.69	2.99	7.46	2.99	0.75	0.00	0.00	0.75	0.00	0.00	3.73	0.00	1.49	1.49	1.49	0.00	8.21	0.00	0.00	0.00	0.00	0.00	0.00	1.49	0.00	6.72	0.00	0.00
346.txt	1	127	4.62	59.33	51.73	99.00	127.00	12.60	90.55	61.42	21.26	11.02	5.51	1.57	3.94	0.00	0.00	10.24	3.15	8.66	11.81	9.45	12.60	0.79	20.47	7.87	1.57	3.15	1.57	0.79	9.45	9.45	0.00	0.00	0.00	0.00	11.02	1.57	0.00	0.00	0.00	14.17	1.57	0.79	3.94	1.57	1.57	7.87	2.36	0.00	0.00	2.36	0.00	0.00	0.00	0.00	0.00	7.87	3.94	0.79	1.57	1.57	0.00	1.57	15.75	3.94	10.24	2.36	5.51	3.15	0.79	2.36	0.79	2.36	0.00	0.00	1.57	0.00	0.79	0.79	0.00	0.00	6.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.30	0.00	0.00
352.txt	1	38	21.43	50.00	81.22	99.00	38.00	7.89	78.95	36.84	10.53	7.89	5.26	0.00	2.63	0.00	0.00	2.63	2.63	5.26	13.16	10.53	5.26	0.00	31.58	5.26	0.00	0.00	2.63	2.63	13.16	10.53	2.63	0.00	0.00	0.00	5.26	0.00	2.63	0.00	2.63	13.16	2.63	2.63	0.00	0.00	5.26	2.63	7.89	2.63	0.00	5.26	5.26	5.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	28.95	2.63	15.79	5.26	5.26	5.26	0.00	0.00	0.00	0.00	0.00	0.00	5.26	0.00	0.00	5.26	0.00	0.00	5.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.26	0.00	0.00
347.txt	1	76	16.37	25.52	74.76	99.00	76.00	14.47	92.11	55.26	19.74	6.58	5.26	0.00	0.00	0.00	1.32	13.16	5.26	9.21	7.89	9.21	10.53	1.32	22.37	1.32	1.32	0.00	1.32	1.32	6.58	6.58	0.00	0.00	0.00	0.00	6.58	2.63	0.00	1.32	0.00	22.37	3.95	2.63	2.63	7.89	2.63	6.58	3.95	2.63	0.00	1.32	6.58	2.63	2.63	1.32	0.00	3.95	2.63	0.00	0.00	1.32	0.00	1.32	18.42	1.32	11.84	2.63	5.26	3.95	1.32	1.32	0.00	0.00	1.32	0.00	1.32	0.00	1.32	0.00	0.00	0.00	6.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.58	0.00	0.00
145.txt	1	34	33.48	18.88	47.25	98.87	34.00	26.47	88.24	47.06	11.76	2.94	2.94	0.00	0.00	0.00	0.00	8.82	2.94	8.82	8.82	5.88	11.76	0.00	23.53	8.82	2.94	0.00	0.00	2.94	5.88	5.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.71	2.94	0.00	2.94	5.88	0.00	5.88	2.94	2.94	0.00	0.00	8.82	2.94	0.00	0.00	5.88	2.94	0.00	0.00	0.00	2.94	0.00	2.94	8.82	0.00	11.76	2.94	8.82	5.88	2.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.94	0.00	0.00
93.txt	1	228	25.26	43.02	74.76	98.54	228.00	11.40	89.47	59.65	17.54	9.65	7.02	0.00	0.00	0.00	2.63	7.89	6.14	11.40	9.65	9.21	9.65	1.32	17.11	5.70	3.95	0.88	0.88	0.44	6.58	6.14	0.44	0.00	0.00	0.44	9.21	0.44	0.00	0.88	0.00	9.21	1.32	1.32	0.00	2.19	1.75	2.63	5.26	4.39	0.00	0.88	4.39	2.63	0.44	0.44	0.00	4.82	0.88	0.88	1.75	1.32	0.00	1.75	14.91	1.32	14.04	0.44	7.46	6.14	0.00	0.44	0.00	0.00	0.00	0.00	1.32	0.00	0.88	0.44	0.44	0.00	7.02	0.00	0.00	0.00	0.00	0.00	0.00	0.88	0.00	6.14	0.00	0.00
179.txt	1	118	38.53	80.15	67.53	73.27	118.00	18.64	91.53	55.93	16.95	11.86	4.24	4.24	2.54	0.00	0.85	5.08	6.78	11.86	8.47	9.32	7.63	0.85	18.64	5.08	0.85	3.39	0.00	1.69	4.24	3.39	0.85	0.00	0.85	0.00	9.32	0.00	0.00	0.00	0.00	8.47	0.85	2.54	0.00	2.54	0.85	2.54	1.69	1.69	0.00	0.00	2.54	1.69	0.85	0.00	0.00	12.71	5.08	1.69	4.24	2.54	0.00	2.54	15.25	1.69	16.10	6.78	6.78	1.69	2.54	1.69	2.54	1.69	0.00	0.00	2.54	0.00	1.69	0.00	0.85	0.00	4.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.24	0.00	0.00
87.txt	1	261	7.94	63.49	60.56	92.74	261.00	11.88	94.25	60.15	22.22	11.88	6.51	2.30	2.30	0.00	0.77	10.34	4.98	10.73	12.64	7.66	11.88	1.53	23.75	4.98	1.92	0.38	0.38	1.15	6.51	5.36	1.15	0.00	0.38	0.00	11.49	0.38	1.92	0.00	2.30	14.18	3.07	3.07	3.07	3.07	1.15	4.21	1.53	0.77	0.77	0.00	2.68	2.30	0.38	0.38	0.00	9.58	3.45	0.77	2.68	3.45	0.38	5.75	16.09	3.45	11.88	3.07	4.60	4.21	0.00	0.00	2.68	0.77	0.38	0.00	5.36	0.38	1.53	2.30	0.77	0.00	8.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.43	0.00	0.38
186.txt	1	356	55.56	54.48	59.69	99.00	356.00	13.76	91.29	58.43	14.89	9.83	5.90	0.28	2.81	0.84	0.00	4.78	6.18	17.42	11.80	6.18	8.43	0.84	19.66	5.90	1.97	0.84	0.84	3.37	7.02	7.02	0.00	0.00	0.00	0.00	7.87	0.00	1.40	0.84	1.12	8.71	1.40	0.28	1.12	2.81	1.40	3.09	5.06	2.25	1.12	0.28	3.09	0.00	0.56	0.28	1.12	8.99	2.81	1.69	3.65	2.25	0.00	1.40	14.89	3.65	14.04	5.34	6.46	2.25	0.84	4.21	0.56	1.40	0.00	0.00	0.28	0.00	0.00	0.00	0.28	0.00	5.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.34	0.00	0.00
2.txt	1	117	37.96	60.13	68.74	99.00	117.00	18.80	86.32	57.26	18.80	8.55	5.13	1.71	1.71	0.00	0.00	10.26	7.69	12.82	11.97	6.84	6.84	0.85	17.09	5.98	5.13	0.85	0.00	0.85	7.69	6.84	0.85	0.85	0.00	0.00	8.55	0.85	0.85	1.71	0.00	6.84	1.71	0.00	0.00	0.00	1.71	3.42	4.27	4.27	0.00	0.00	2.56	1.71	0.00	0.00	0.00	5.98	3.42	0.00	1.71	0.85	0.00	4.27	11.11	0.85	13.68	1.71	4.27	7.69	0.00	0.85	0.85	0.85	0.85	0.00	1.71	0.00	0.00	1.71	0.00	0.00	5.98	0.00	0.00	0.00	0.00	0.00	0.00	0.85	0.00	5.13	0.00	0.00
44.txt	1	74	17.13	44.63	28.36	99.00	74.00	13.51	91.89	52.70	20.27	9.46	6.76	1.35	1.35	0.00	0.00	10.81	4.05	10.81	8.11	10.81	9.46	0.00	17.57	10.81	6.76	0.00	0.00	4.05	12.16	12.16	0.00	0.00	0.00	0.00	4.05	0.00	0.00	0.00	0.00	4.05	1.35	1.35	0.00	0.00	0.00	1.35	8.11	6.76	0.00	1.35	1.35	0.00	0.00	0.00	0.00	8.11	2.70	0.00	4.05	1.35	0.00	0.00	16.22	1.35	8.11	1.35	6.76	0.00	2.70	2.70	0.00	0.00	1.35	0.00	1.35	0.00	0.00	0.00	1.35	0.00	4.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.05	0.00	0.00
227.txt	1	119	48.55	82.24	50.06	84.87	119.00	15.97	94.12	60.50	14.29	6.72	1.68	4.20	0.84	0.00	0.00	7.56	10.08	15.13	9.24	13.45	8.40	0.84	17.65	5.04	0.84	0.84	0.00	1.68	3.36	3.36	0.00	0.00	0.00	0.00	11.76	0.84	0.00	0.00	0.84	6.72	0.84	0.00	0.00	1.68	0.00	5.04	4.20	4.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.24	5.88	0.00	1.68	1.68	0.00	4.20	11.76	0.00	13.45	4.20	10.92	2.52	0.84	5.04	5.04	0.00	0.00	0.00	2.52	0.00	0.00	1.68	0.84	0.00	7.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.56	0.00	0.00
231.txt	1	287	45.86	69.95	65.22	94.66	287.00	9.76	92.33	61.67	15.68	7.32	3.14	0.00	3.48	0.00	0.70	8.36	9.06	13.94	12.20	7.32	8.71	1.05	22.65	4.18	1.74	3.14	0.00	2.44	5.23	4.88	0.35	0.00	0.00	0.00	8.71	0.00	0.70	0.00	0.70	10.10	1.74	2.09	0.35	0.00	3.14	2.79	2.44	2.09	0.00	0.35	1.05	0.35	0.70	0.00	0.00	5.23	0.70	1.05	3.14	1.74	0.00	1.39	16.72	3.83	16.03	5.57	6.27	4.18	2.79	1.74	0.35	0.00	0.00	0.00	1.74	0.00	0.35	1.39	0.00	0.00	5.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.92	0.00	0.00
46.txt	1	349	30.11	74.52	80.10	93.29	349.00	13.47	91.12	62.75	14.90	9.74	2.58	2.01	2.29	0.00	2.87	5.16	5.73	16.33	13.75	9.46	10.32	1.43	20.06	6.02	3.15	2.01	0.86	2.01	6.02	5.16	0.86	0.00	0.29	0.29	12.89	3.15	0.00	0.57	0.00	13.18	1.15	1.15	1.72	5.16	0.57	6.59	2.01	0.86	0.00	1.15	0.29	0.29	0.00	0.00	0.00	7.16	2.58	0.57	2.58	1.43	0.00	6.59	10.60	1.43	17.48	2.58	9.46	5.44	2.01	0.86	0.29	0.57	0.00	0.00	0.57	0.00	0.00	0.00	0.57	0.00	6.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.59	0.00	0.00
190.txt	1	35	43.31	71.61	62.17	98.56	35.00	14.29	74.29	34.29	8.57	2.86	0.00	2.86	0.00	0.00	0.00	5.71	2.86	5.71	5.71	2.86	11.43	2.86	17.14	8.57	2.86	2.86	5.71	5.71	5.71	5.71	0.00	0.00	0.00	0.00	8.57	0.00	0.00	0.00	0.00	5.71	0.00	0.00	0.00	0.00	2.86	2.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.57	2.86	2.86	0.00	2.86	0.00	0.00	17.14	0.00	20.00	5.71	8.57	8.57	0.00	0.00	0.00	0.00	0.00	0.00	2.86	0.00	2.86	0.00	0.00	0.00	8.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.57	0.00	0.00
91.txt	1	46	75.43	90.38	68.63	66.89	46.00	17.39	80.43	56.52	8.70	8.70	2.17	4.35	2.17	0.00	0.00	0.00	8.70	19.57	8.70	10.87	10.87	0.00	10.87	4.35	2.17	0.00	0.00	0.00	2.17	2.17	0.00	0.00	0.00	0.00	8.70	0.00	0.00	0.00	0.00	2.17	0.00	2.17	0.00	0.00	0.00	0.00	2.17	2.17	0.00	0.00	2.17	0.00	0.00	0.00	2.17	8.70	6.52	2.17	2.17	0.00	0.00	6.52	4.35	0.00	21.74	2.17	10.87	8.70	0.00	4.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.35	0.00	0.00
85.txt	1	28	83.00	76.25	30.01	99.00	28.00	21.43	92.86	46.43	14.29	3.57	0.00	3.57	0.00	0.00	0.00	10.71	3.57	17.86	7.14	3.57	3.57	0.00	17.86	17.86	7.14	0.00	0.00	0.00	21.43	21.43	0.00	0.00	0.00	0.00	3.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.29	0.00	0.00	0.00	14.29	7.14	3.57	3.57	0.00	0.00	0.00	3.57	10.71	3.57	17.86	7.14	10.71	0.00	0.00	3.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.14	0.00	0.00
153.txt	1	49	15.53	20.71	94.52	99.00	49.00	8.16	91.84	69.39	22.45	18.37	12.24	0.00	0.00	0.00	6.12	4.08	8.16	14.29	10.20	12.24	10.20	2.04	20.41	6.12	4.08	0.00	0.00	0.00	6.12	6.12	0.00	0.00	0.00	0.00	12.24	0.00	0.00	0.00	0.00	10.20	4.08	0.00	0.00	0.00	0.00	6.12	4.08	2.04	0.00	2.04	6.12	2.04	0.00	0.00	4.08	2.04	0.00	0.00	0.00	2.04	0.00	6.12	10.20	0.00	8.16	0.00	6.12	2.04	0.00	2.04	0.00	0.00	0.00	0.00	2.04	0.00	0.00	0.00	2.04	0.00	6.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.12	0.00	0.00
147.txt	1	132	54.44	56.02	41.42	99.00	132.00	10.61	90.91	56.06	15.91	7.58	5.30	0.00	2.27	0.00	0.00	8.33	6.06	15.91	7.58	9.09	8.33	0.00	13.64	5.30	3.79	0.76	1.52	2.27	8.33	8.33	0.00	0.00	0.00	0.00	7.58	0.00	0.76	0.00	0.76	8.33	2.27	0.00	1.52	1.52	3.03	3.03	3.79	2.27	0.00	0.76	0.00	0.00	0.00	0.00	0.00	6.06	0.76	0.76	1.52	3.03	0.00	0.76	10.61	0.00	10.61	0.00	9.09	1.52	2.27	2.27	0.00	2.27	0.00	0.00	1.52	0.00	1.52	1.52	0.00	0.00	4.55	0.00	0.00	0.00	0.00	0.00	0.00	0.76	0.00	3.79	0.00	0.00
